Farmer Name,Farm ID,Farm Size (Perches),Farm Type,Farm Location (Village),Farm Location (District),Crop Type,Brinjal Variety,Planting Start Date,Planting End Date,Expected Harvest (kg),Actual Harvest (kg),Soil Type,Soil pH Level,Seed Type,Seed Variety,Seed Source,Seed Quantity (g),Seed Cost (Rs.),Fertilizer Type,Fertilizer Brand,Total Fertilizer Quantity (kg),Fertilizer N-P-K Ratio,Fertilizer Application Schedule,Fertilizer Application Method,Fertilizer Cost (Rs.),Pesticide Type,Pesticide Name,Total Pesticide Quantity (kg),Pesticide Application Frequency,Pesticide Application Method,Pesticide Cost (Rs.),Water Source,Irrigation Method,Total Water Usage (liters),Irrigation Schedule,Irrigation Cost (Rs.),Total Number of Labor Hours,Total Labor Wages,Market Selling Price (Rs./kg),Total Sales Revenue (Rs.),Profit/Loss (Rs.),Buyer Type,Total Cost (Rs.),Yield per Perch,Cost per kg,ROI,Fertilizer Efficiency,Pesticide Efficiency,Water Efficiency,Labor Efficiency,Seed Efficiency,Final Performance Score,Cluster,Cluster Label,Enhanced Recommendations
Bandara Silva,8987,579.2,Conventional,Oddamavadi,Batticaloa,Brinjal,Hybrid,10/11/2024,18/02/2025,3108.81,3675.41,Loamy,6.82,Local,Variety-9,Own-grown,638,3155.37,Chemical,Brand-1,170.79,"10,10,10",Weekly,Foliar Spray,9398.43,Organic,Pesticide-9,40.51,As needed,Other,1546.86,Rainwater Harvesting,Sprinkler,7787337.35,Daily,1907.78,4,2449.67,220.03,28163.84,2356.72,Wholesale,18458.11,6.345666436464088,5.02205468233476,0.12767937779111727,21.520053741319437,90.72845986846558,0.0004719726184713865,918.8522702869324,5.760830711973619,50.86,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching fertilizer application method to 'Soil Application' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use certified seeds to enhance germination and crop output.
Amara Perera,2671,336.0,Organic,Padiyatalawa,Ampara,Brinjal,Other,23/12/2023,21/03/2024,2145.95,2177.9,Loamy,5.06,GMO,Variety-10,Own-grown,315,820.0,Organic,Brand-4,62.1,"13,15,11",Monthly,Soil Application,2362.02,Organic,Pesticide-8,26.06,As needed,Drip Irrigation,808.99,River,Flood Irrigation,4435496.78,Daily,3999.85,2,1225.87,434.42,58816.12,48373.52,Retail,9216.73,6.4818452380952385,4.231934432251251,5.2484471173615805,35.07085289740978,83.57252173551336,0.0004910160254923032,1088.9494555252722,6.9139682320191485,54.4,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching buyer type to 'Wholesale' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.
Dinesh Kumara,3953,409.6,Conventional,Tellippalai,Jaffna,Brinjal,Hybrid,19/05/2024,03/08/2024,2672.36,2770.89,Sandy,5.74,GMO,Variety-7,Own-grown,417,2367.94,Organic,Brand-8,43.03,"8,15,13",Bi-weekly,Soil Application,2268.84,Organic,Pesticide-7,40.35,As needed,Other,1164.55,Well,Sprinkler,5926053.27,Daily,1354.89,5,1893.76,331.11,96280.17,79655.15,Wholesale,9049.980000000001,6.7648681640624995,3.266091400236026,8.801693484405488,64.39437452023299,68.67137376279123,0.0004675776395779062,554.1778891644221,6.644820127950071,55.32,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Use targeted pesticide application to improve efficiency.
Bandara Silva,2700,793.6,Conventional,Mallavi,Kilinochchi,Brinjal,Other,21/10/2023,16/01/2024,5702.55,4429.57,Sandy,6.35,Local,Variety-8,Certified,897,1215.34,Organic,Brand-1,183.92,"10,10,10",Weekly,Foliar Spray,4396.82,Organic,Pesticide-5,69.99,Bi-weekly,Drip Irrigation,1139.31,River,Flood Irrigation,12631140.21,Daily,1231.26,10,1536.26,391.82,47296.59,23951.26,Wholesale,9518.99,5.581615423387096,2.1489647979374973,2.516155600541654,24.08422126965952,63.288611754699076,0.0003506864721913849,442.95695570430445,4.938205122699882,46.85,1,Moderate Performers,Consider switching seed type to 'GMO' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Dinesh Kumara,6054,110.4,Organic,Karunaddukerny,Mullaitivu,Brinjal,Local,21/12/2024,16/04/2025,648.75,743.78,Mixed,6.06,Hybrid,Variety-7,Certified,123,2053.86,Chemical,Brand-8,22.21,"10,10,10",Weekly,Soil Application,4230.5,Organic,Pesticide-6,8.52,Bi-weekly,Spray,945.13,River,Sprinkler,1523684.36,Based on moisture levels,581.27,8,1925.18,453.51,106819.75,83607.55,Direct Consumers,9735.94,6.73713768115942,13.089811503401545,8.587516973194164,33.48851717746433,87.29811181947045,0.000488145720678994,92.97248837843895,6.046991820756164,52.69,0,High Performers,Consider switching seed type to 'GMO' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Wholesale' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Optimize labor distribution and reduce unnecessary workforce hours.
Eran Wickramasinghe,4858,728.0,Organic,Omanthai,Vavuniya,Brinjal,Other,22/12/2023,30/03/2024,4486.27,5082.67,Loamy,6.69,Local,Variety-7,Own-grown,834,1057.59,Chemical,Brand-2,142.96,"10,15,9",Bi-weekly,Soil Application,6273.03,Chemical,Pesticide-3,77.4,Bi-weekly,Spray,1578.58,River,Sprinkler,11429412.18,Daily,1552.5,4,1558.71,242.2,65108.2,48411.66,Direct Consumers,12020.41,6.981689560439561,2.3649794301026823,4.027454970337951,35.553091525230194,65.6675702110133,0.0004447009102439733,1270.6671823332044,6.094328529862915,54.21,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Consider switching buyer type to 'Wholesale' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.
Eran Wickramasinghe,5611,545.6,Mixed,Pesalai,Mannar,Brinjal,Other,17/12/2024,13/03/2025,3302.45,3190.33,Clayey,5.95,Hybrid,Variety-1,Unverified,533,1853.14,Chemical,Brand-2,148.23,"10,10,10",Weekly,Soil Application,6439.42,Chemical,Pesticide-8,53.78,As needed,Drip Irrigation,2061.47,Well,Drip,7135526.25,Daily,931.39,4,2609.58,329.1,124399.8,102676.06,Direct Consumers,13894.999999999998,5.847379032258064,4.355348819714575,7.3894249730118755,21.522835987837578,59.32186576195861,0.00044710507511615597,797.5823006044249,5.985609744867523,51.06,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Consider switching buyer type to 'Wholesale' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Use higher-quality seeds and improve soil treatment for better yield.
Amara Perera,1426,387.2,Conventional,Beliatta,Hambantota,Brinjal,Local,31/01/2023,11/04/2023,2767.84,2335.23,Mixed,5.29,GMO,Variety-7,Unverified,406,2562.55,Chemical,Brand-9,80.15,"10,10,10",Weekly,Foliar Spray,2965.37,Chemical,Pesticide-5,42.83,Weekly,Drip Irrigation,919.66,Rainwater Harvesting,Flood Irrigation,5762418.11,Weekly,1353.96,2,2953.74,321.36,126802.23,113093.21,Direct Consumers,10755.279999999999,6.031069214876033,4.60566196905658,10.515133962109775,29.135745113714968,54.52323010685898,0.000405251745954893,1167.6144161927919,5.75179801538966,52.86,0,High Performers,Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application method to 'Soil Application' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Wholesale' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Use certified seeds to enhance germination and crop output.
Bandara Silva,9302,187.2,Organic,Kamburupitiya,Matara,Brinjal,Other,23/02/2023,31/05/2023,1066.5,1201.59,Sandy,5.06,Hybrid,Variety-9,Certified,185,404.58,Organic,Brand-8,52.28,"10,10,10",Monthly,Soil Application,6880.65,Chemical,Pesticide-8,6.36,Weekly,Other,573.59,Rainwater Harvesting,Flood Irrigation,2393739.8,Based on moisture levels,692.36,7,2401.48,413.31,60983.89,35622.35,Wholesale,10952.66,6.41875,9.11513910734943,3.252392569476273,22.98374095287412,188.92921557716733,0.0005019718517440776,171.65568976347288,6.495081045972534,52.56,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Optimize labor distribution and reduce unnecessary workforce hours.
Chandana Fernando,6136,10.0,Mixed,Yakkalamulla,Galle,Brinjal,Hybrid,03/05/2024,11/07/2024,60.45,63.52,Sandy,5.15,Hybrid,Variety-7,Own-grown,11,2490.55,Organic,Brand-8,177.51,"10,10,10",Monthly,Soil Application,5319.79,Organic,Pesticide-1,72.12,Weekly,Other,2223.27,Rainwater Harvesting,Flood Irrigation,171653.32,Weekly,3517.89,9,2577.13,399.53,203648.43,166902.76,Retail,16128.630000000001,6.352,253.91420025188918,10.348229204836368,0.35783899297031724,0.8807542861792251,0.00037004818782200046,7.057776993580335,5.774544929586825,41.43,2,Low Performers,Consider switching seed variety to 'Variety-10' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-4' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application frequency to 'Bi-weekly' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching irrigation method to 'Drip' for better results.; Consider switching irrigation schedule to 'Based on moisture levels' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use certified seeds to enhance germination and crop output.
Dinesh Kumara,4188,716.8,Conventional,Hanwella,Colombo,Brinjal,Other,11/12/2024,04/03/2025,4929.42,3847.15,Sandy,5.28,Local,Variety-9,Certified,745,1192.32,Chemical,Brand-8,203.8,"10,10,10",Monthly,Foliar Spray,2740.94,Organic,Pesticide-7,62.9,Weekly,Spray,1759.76,Canal,Sprinkler,9268510.89,Daily,2047.2,5,2358.15,337.61,143126.38,123595.41,Direct Consumers,10098.37,5.367117745535714,2.6248963518448725,12.239144535207167,18.877085285195854,61.162956102337745,0.00041507746450946716,769.4298461140307,5.163959724612135,50.61,1,Moderate Performers,Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Dinesh Kumara,7544,121.6,Organic,Minuwangoda,Gampaha,Brinjal,Local,29/04/2023,24/07/2023,826.16,658.42,Mixed,5.41,Local,Variety-8,Certified,120,2181.86,Chemical,Brand-1,19.82,"6,15,6",Bi-weekly,Foliar Spray,2334.74,Organic,Pesticide-2,12.54,Bi-weekly,Drip Irrigation,1283.78,Canal,Drip,1789356.84,Based on moisture levels,1786.98,3,2859.18,478.54,82725.21,66560.31,Wholesale,10446.54,5.4146381578947365,15.86607332705568,6.371517267918372,33.219978142281626,52.505577950113405,0.00036796461459282317,219.47326017557992,5.4868332876097226,47.47,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Bandara Silva,1288,412.8,Mixed,Bulathsinhala,Kalutara,Brinjal,Local,06/11/2023,16/02/2024,2403.93,2675.04,Sandy,6.71,GMO,Variety-9,Own-grown,486,2064.92,Organic,Brand-7,75.75,"10,10,10",Bi-weekly,Foliar Spray,1851.44,Chemical,Pesticide-6,48.81,Weekly,Drip Irrigation,1562.66,River,Drip,6149809.25,Daily,4108.42,7,1018.4,336.79,107415.8,90699.56,Wholesale,10605.84,6.480232558139535,3.9647407141575455,8.551850678494112,35.3140589397484,54.805161753633236,0.0004349793450909985,382.14851683592616,5.504197519538688,51.73,1,Moderate Performers,Consider switching seed variety to 'Variety-8' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Optimize labor distribution and reduce unnecessary workforce hours.; Use certified seeds to enhance germination and crop output.
Eran Wickramasinghe,6710,364.8,Organic,Hanwella,Colombo,Brinjal,Local,27/10/2024,20/01/2025,2610.5,2603.53,Sandy,5.0,Local,Variety-5,Certified,456,2788.68,Chemical,Brand-4,103.88,"10,10,10",Bi-weekly,Foliar Spray,8731.05,Chemical,Pesticide-5,37.03,As needed,Other,1447.72,Well,Flood Irrigation,6269451.33,Daily,4045.21,8,2453.45,154.11,40680.42,4040.16,Retail,19466.11,7.13686951754386,7.476814171528655,0.20754840078474845,25.06286075218656,70.30866674834819,0.00041527238397105233,325.4412093198489,5.709495601514265,50.07,1,Moderate Performers,Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Optimize labor distribution and reduce unnecessary workforce hours.; Use certified seeds to enhance germination and crop output.
